Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
26,Female,Handbag,Clothing,48,Michigan,S,Gray,Spring,2.5,No,Free Shipping,Yes,No,13,Debit Card,Annually
40,Male,Dress,Clothing,75,Ohio,S,Yellow,Winter,3.6,No,Standard,Yes,Yes,39,PayPal,Monthly
22,Male,Coat,Clothing,55,Massachusetts,M,Pink,Fall,3.3,Yes,Standard,No,No,39,Debit Card,Quarterly
33,Female,Socks,Footwear,66,Rhode Island,XL,Blue,Spring,2.6,Yes,Express,Yes,No,8,Credit Card,Annually
41,Female,Socks,Footwear,37,Michigan,L,Green,Summer,3.9,Yes,Standard,No,Yes,19,Cash,Bi-Weekly
36,Female,Coat,Clothing,62,Michigan,XL,Beige,Winter,4.1,No,Express,No,Yes,47,Venmo,Annually
28,Male,Dress,Accessories,81,Pennsylvania,M,Green,Summer,2.7,Yes,Standard,Yes,No,4,Debit Card,Bi-Weekly
46,Female,Sneakers,Clothing,79,Pennsylvania,L,Maroon,Spring,3.1,Yes,Express,No,No,48,Venmo,Bi-Weekly
52,Male,Handbag,Outerwear,77,California,M,Black,Winter,4.4,No,Next Day Air,No,No,13,Debit Card,Quarterly
63,Male,Coat,Footwear,65,Ohio,S,Yellow,Fall,2.7,No,Standard,No,Yes,34,Debit Card,Monthly
37,Female,Pants,Footwear,59,Pennsylvania,L,Black,Winter,2.8,Yes,2-Day Shipping,Yes,No,33,PayPal,Bi-Weekly
57,Female,Dress,Outerwear,82,Kentucky,M,Black,Fall,3.2,No,Free Shipping,No,Yes,19,PayPal,Annually
69,Male,Jacket,Footwear,90,Illinois,S,White,Winter,4.9,Yes,Standard,No,No,16,Venmo,Annually
59,Male,Sweater,Outerwear,33,New York,M,White,Winter,2.9,Yes,Express,No,No,25,PayPal,Bi-Weekly
51,Female,Jewelry,Clothing,42,Pennsylvania,XL,Yellow,Winter,4.9,Yes,2-Day Shipping,Yes,No,28,Debit Card,Quarterly
18,Female,Shirt,Clothing,97,Arizona,M,Green,Winter,4.1,Yes,Express,No,No,45,PayPal,Quarterly
60,Female,Pants,Footwear,30,Oregon,XL,Blue,Fall,3.1,Yes,Next Day Air,No,No,1,Debit Card,Monthly
70,Male,Jewelry,Footwear,55,Arizona,M,Turquoise,Summer,2.6,No,2-Day Shipping,No,No,20,Venmo,Quarterly
53,Female,Hat,Clothing,37,Maine,S,Blue,Winter,4.9,Yes,2-Day Shipping,No,Yes,17,Cash,Weekly
37,Female,Sweater,Outerwear,88,Texas,XL,Black,Spring,4.8,Yes,Next Day Air,No,Yes,14,Venmo,Monthly
60,Male,T-shirt,Clothing,45,California,XL,Purple,Winter,3.2,Yes,Express,Yes,No,10,Credit Card,Weekly
24,Male,Hoodie,Outerwear,53,Pennsylvania,S,Black,Fall,3.8,No,Standard,Yes,Yes,19,Cash,Quarterly
26,Female,Handbag,Accessories,100,Oregon,XL,White,Winter,2.8,No,Free Shipping,No,Yes,2,Debit Card,Quarterly
34,Male,Socks,Clothing,29,Massachusetts,M,Yellow,Summer,3.7,Yes,Next Day Air,No,Yes,2,Credit Card,Bi-Weekly
25,Male,Pants,Outerwear,29,Rhode Island,M,Beige,Fall,3.3,Yes,Next Day Air,Yes,No,42,Venmo,Weekly
24,Male,Pants,Outerwear,22,Maine,XL,Black,Winter,4.8,Yes,Next Day Air,Yes,No,42,Credit Card,Weekly
65,Female,Sneakers,Outerwear,84,Texas,M,Blue,Winter,5.0,No,Standard,Yes,Yes,49,Venmo,Annually
53,Female,Dress,Footwear,100,Oregon,XL,Turquoise,Winter,4.0,No,Free Shipping,No,No,27,Cash,Quarterly
27,Female,Hoodie,Footwear,23,Illinois,L,Blue,Winter,3.8,Yes,Free Shipping,No,Yes,6,PayPal,Every 3 Months
35,Female,Shirt,Accessories,94,Kentucky,M,Turquoise,Summer,4.2,No,Free Shipping,Yes,Yes,24,PayPal,Monthly
36,Female,Jewelry,Accessories,94,Ohio,XL,Gray,Fall,4.2,Yes,Free Shipping,No,Yes,30,Venmo,Bi-Weekly
56,Female,Hat,Outerwear,71,Rhode Island,M,White,Fall,2.6,No,2-Day Shipping,No,Yes,50,Credit Card,Quarterly
31,Male,Coat,Footwear,95,Illinois,L,White,Winter,2.6,Yes,Express,Yes,No,10,Venmo,Weekly
63,Male,Coat,Outerwear,47,Arizona,L,Black,Fall,2.9,No,Free Shipping,No,No,29,Venmo,Monthly
39,Male,Dress,Footwear,24,Colorado,M,Purple,Spring,4.6,Yes,Express,No,Yes,41,Venmo,Bi-Weekly
31,Female,Sneakers,Footwear,90,Kentucky,L,Green,Winter,3.0,No,Express,Yes,No,25,Venmo,Monthly
61,Female,Scarf,Accessories,53,Ohio,M,Black,Fall,2.8,Yes,Free Shipping,Yes,No,36,Credit Card,Monthly
58,Male,Sweater,Outerwear,89,California,S,Red,Fall,3.9,Yes,2-Day Shipping,No,No,11,Venmo,Bi-Weekly
34,Female,Jewelry,Outerwear,89,California,S,Purple,Fall,4.0,No,Standard,No,Yes,39,PayPal,Quarterly
50,Female,Pants,Footwear,80,California,L,Beige,Fall,3.2,No,2-Day Shipping,No,No,29,PayPal,Weekly
49,Female,Pants,Footwear,39,Washington,M,Beige,Winter,4.3,No,Next Day Air,Yes,Yes,49,Debit Card,Quarterly
34,Female,Jewelry,Clothing,66,Florida,S,Green,Summer,3.6,No,Express,No,No,21,PayPal,Every 3 Months
21,Female,Handbag,Accessories,70,Colorado,XL,Maroon,Winter,3.9,Yes,2-Day Shipping,No,Yes,7,PayPal,Weekly
23,Male,Sneakers,Clothing,48,Oregon,XL,Gray,Fall,3.2,Yes,Free Shipping,No,No,18,PayPal,Every 3 Months
58,Female,Hoodie,Footwear,95,Kentucky,XL,Green,Summer,4.1,No,Express,No,Yes,30,Venmo,Quarterly
45,Female,Coat,Outerwear,57,Georgia,M,Turquoise,Spring,2.9,Yes,Next Day Air,No,No,18,Debit Card,Monthly
35,Female,Jacket,Footwear,37,Washington,L,Red,Winter,3.6,Yes,Next Day Air,Yes,Yes,13,Debit Card,Monthly
20,Female,Shorts,Clothing,79,Maine,M,Yellow,Winter,4.9,Yes,Express,No,Yes,46,Debit Card,Annually
18,Female,Socks,Accessories,84,Florida,L,Blue,Winter,4.2,Yes,Next Day Air,Yes,Yes,39,Cash,Bi-Weekly
39,Male,Jeans,Footwear,85,New York,M,Beige,Winter,4.9,No,2-Day Shipping,No,No,30,Cash,Quarterly
67,Female,Scarf,Outerwear,31,Maine,M,Black,Spring,2.9,No,Express,No,Yes,19,Cash,Bi-Weekly
26,Male,T-shirt,Clothing,70,Illinois,M,Yellow,Spring,3.0,No,2-Day Shipping,No,No,11,Cash,Annually
58,Male,Jeans,Footwear,66,California,S,Blue,Summer,4.1,Yes,Free Shipping,Yes,Yes,38,Debit Card,Monthly
34,Male,Jewelry,Outerwear,84,Florida,XL,Yellow,Summer,3.2,Yes,Next Day Air,No,Yes,9,Credit Card,Quarterly
28,Male,Shorts,Outerwear,21,Maine,XL,Blue,Fall,4.1,No,Express,No,Yes,21,Venmo,Quarterly
65,Female,Sweater,Footwear,50,Arizona,M,Yellow,Fall,4.1,Yes,Express,No,Yes,2,PayPal,Monthly
46,Male,Jacket,Clothing,98,Kentucky,XL,Purple,Fall,4.3,Yes,2-Day Shipping,Yes,No,8,Credit Card,Bi-Weekly
53,Female,Hoodie,Outerwear,41,Massachusetts,XL,White,Spring,3.9,Yes,Standard,Yes,Yes,4,Debit Card,Quarterly
63,Male,Sweater,Accessories,85,Georgia,L,Maroon,Spring,4.1,Yes,Express,No,Yes,21,Credit Card,Bi-Weekly
45,Male,Jeans,Clothing,37,Florida,S,Maroon,Spring,3.8,Yes,2-Day Shipping,Yes,Yes,36,Debit Card,Quarterly
53,Female,Shorts,Outerwear,77,Pennsylvania,XL,Pink,Winter,2.9,Yes,Express,No,No,31,Credit Card,Bi-Weekly
18,Male,Jewelry,Footwear,40,Rhode Island,M,Gray,Winter,4.6,No,Free Shipping,Yes,Yes,24,Cash,Weekly
25,Female,Shorts,Footwear,42,Kentucky,M,Gray,Spring,3.3,Yes,Free Shipping,Yes,Yes,10,Cash,Bi-Weekly
22,Female,Hat,Clothing,92,Illinois,L,Red,Summer,4.5,Yes,Next Day Air,Yes,No,21,Credit Card,Annually
62,Female,Shorts,Outerwear,92,Georgia,XL,Black,Fall,3.4,Yes,2-Day Shipping,Yes,No,47,PayPal,Quarterly
27,Male,Socks,Outerwear,38,Texas,M,Green,Summer,4.9,No,Next Day Air,Yes,No,25,Credit Card,Quarterly
52,Female,Dress,Clothing,81,Georgia,M,Red,Summer,3.1,Yes,Standard,Yes,Yes,36,Cash,Bi-Weekly
20,Female,Blouse,Clothing,65,Washington,S,Purple,Spring,3.2,Yes,Express,No,No,2,PayPal,Every 3 Months
41,Female,Shorts,Clothing,25,Rhode Island,XL,Beige,Spring,3.8,Yes,Standard,No,Yes,41,Venmo,Every 3 Months
55,Male,Shorts,Accessories,48,Ohio,S,Purple,Fall,4.2,Yes,Next Day Air,No,No,28,Debit Card,Annually
53,Male,Sandals,Accessories,82,Colorado,S,Yellow,Summer,3.5,No,Free Shipping,No,No,42,PayPal,Bi-Weekly
27,Male,Hat,Accessories,49,Massachusetts,XL,Yellow,Summer,3.3,No,Express,No,No,21,Debit Card,Weekly
45,Female,Coat,Footwear,28,New York,S,Gray,Summer,2.7,No,Next Day Air,Yes,No,26,Venmo,Monthly
26,Male,Shorts,Accessories,53,California,XL,Gray,Summer,4.8,Yes,2-Day Shipping,No,No,12,PayPal,Annually
20,Male,Hoodie,Accessories,67,Washington,XL,White,Winter,4.4,Yes,Next Day Air,Yes,No,21,Debit Card,Monthly
37,Female,Coat,Accessories,49,Arizona,XL,Pink,Spring,2.9,No,Next Day Air,Yes,No,40,Debit Card,Every 3 Months
41,Female,Jewelry,Outerwear,25,Kentucky,S,Purple,Winter,4.5,No,Standard,No,No,49,Venmo,Monthly
68,Male,Socks,Accessories,46,Maine,XL,Blue,Spring,3.2,No,Next Day Air,No,Yes,3,PayPal,Annually
20,Female,Dress,Clothing,86,Texas,XL,White,Winter,2.7,No,Standard,Yes,No,42,Debit Card,Weekly
40,Male,Hoodie,Accessories,66,Washington,M,Blue,Fall,4.9,No,Next Day Air,Yes,No,19,Cash,Monthly
31,Female,Scarf,Footwear,69,Illinois,S,Beige,Summer,3.1,No,2-Day Shipping,Yes,Yes,21,Credit Card,Annually
61,Male,Jewelry,Footwear,80,Ohio,S,Red,Spring,4.9,Yes,Express,No,Yes,37,Debit Card,Every 3 Months
33,Female,T-shirt,Accessories,78,Colorado,XL,Turquoise,Spring,4.5,No,Free Shipping,Yes,No,49,Credit Card,Monthly
60,Male,Dress,Clothing,25,Georgia,M,Pink,Spring,2.8,Yes,Next Day Air,No,Yes,37,Cash,Annually
24,Male,Jacket,Clothing,25,New York,M,Gray,Winter,3.8,Yes,Express,No,Yes,3,Credit Card,Quarterly
40,Female,T-shirt,Outerwear,61,Kentucky,L,Purple,Summer,4.7,No,Next Day Air,No,Yes,33,Cash,Weekly
67,Female,Handbag,Clothing,33,Pennsylvania,L,Turquoise,Spring,4.0,No,Free Shipping,No,No,4,Debit Card,Weekly
53,Female,Hat,Outerwear,86,Pennsylvania,M,White,Fall,4.5,Yes,2-Day Shipping,Yes,No,47,PayPal,Every 3 Months
44,Female,Scarf,Outerwear,55,Pennsylvania,S,Turquoise,Fall,2.7,No,Express,Yes,Yes,46,Cash,Weekly
57,Male,Sandals,Clothing,53,Illinois,S,Pink,Summer,3.4,Yes,Express,No,Yes,46,Venmo,Bi-Weekly
65,Male,Hat,Clothing,94,Texas,XL,Green,Summer,3.9,Yes,2-Day Shipping,Yes,No,9,Venmo,Monthly
27,Male,Socks,Outerwear,89,Washington,L,Red,Summer,3.2,No,Free Shipping,No,Yes,32,Debit Card,Monthly
33,Female,Shorts,Footwear,92,Florida,M,Green,Fall,3.2,No,Next Day Air,Yes,No,5,Debit Card,Bi-Weekly
28,Male,T-shirt,Accessories,42,Maine,XL,Turquoise,Summer,2.7,No,2-Day Shipping,Yes,No,5,Credit Card,Annually
69,Male,Socks,Footwear,68,Florida,S,Maroon,Spring,2.6,No,2-Day Shipping,No,Yes,9,Debit Card,Every 3 Months
69,Male,Pants,Clothing,68,Georgia,XL,Red,Winter,3.3,No,2-Day Shipping,No,No,10,Cash,Every 3 Months
29,Male,Sweater,Clothing,66,Kentucky,XL,Yellow,Fall,4.4,No,Next Day Air,Yes,No,7,Credit Card,Every 3 Months
44,Male,Coat,Outerwear,95,Florida,M,Pink,Winter,3.0,Yes,Free Shipping,Yes,No,34,Credit Card,Every 3 Months
19,Female,Sneakers,Accessories,29,Texas,XL,Blue,Fall,4.5,No,Standard,No,No,11,Credit Card,Bi-Weekly
29,Female,Blouse,Clothing,86,Oregon,M,Turquoise,Spring,4.2,No,2-Day Shipping,No,Yes,46,PayPal,Annually
65,Female,Jacket,Accessories,52,Ohio,L,White,Winter,4.5,Yes,Express,Yes,Yes,16,Debit Card,Quarterly
39,Female,Jewelry,Footwear,68,Georgia,XL,Maroon,Spring,3.9,No,Free Shipping,No,Yes,6,Cash,Every 3 Months
68,Male,Pants,Accessories,48,Oregon,S,Red,Spring,4.7,No,Standard,No,No,49,Credit Card,Weekly
44,Female,Dress,Footwear,86,Massachusetts,S,Gray,Fall,3.5,Yes,Express,Yes,Yes,24,Venmo,Bi-Weekly
69,Female,Sneakers,Clothing,71,Georgia,XL,Turquoise,Spring,4.0,No,Express,No,No,23,Cash,Weekly
60,Female,Shorts,Clothing,65,Washington,L,Green,Spring,,Yes,Free Shipping,Yes,No,22,PayPal,Monthly
65,Male,Socks,Outerwear,64,Texas,S,White,Fall,4.2,Yes,2-Day Shipping,No,Yes,6,Debit Card,Annually
69,Male,Coat,Footwear,82,Michigan,L,Yellow,Summer,4.3,No,2-Day Shipping,Yes,Yes,27,Debit Card,Every 3 Months
33,Male,Hoodie,Footwear,81,Texas,XL,Red,Fall,4.1,No,2-Day Shipping,No,No,22,Cash,Quarterly
35,Male,Coat,Accessories,97,Oregon,L,Blue,Spring,2.9,No,2-Day Shipping,No,Yes,49,Debit Card,Every 3 Months
28,Male,Hat,Outerwear,20,Michigan,M,White,Fall,3.9,No,Standard,Yes,No,5,Debit Card,Monthly
68,Male,Jewelry,Outerwear,84,Illinois,S,White,Spring,3.2,No,2-Day Shipping,No,No,32,Credit Card,Weekly
62,Female,Socks,Outerwear,37,Ohio,L,Purple,Winter,4.8,Yes,Express,Yes,Yes,26,PayPal,Quarterly
24,Female,Jacket,Footwear,76,Arizona,S,White,Summer,4.1,Yes,2-Day Shipping,Yes,No,35,Debit Card,Bi-Weekly
42,Female,Hat,Clothing,41,Oregon,L,Pink,Winter,3.4,Yes,Express,No,No,4,PayPal,Bi-Weekly
20,Female,Hat,Clothing,49,California,S,Red,Winter,4.4,No,2-Day Shipping,Yes,Yes,34,Cash,Weekly
48,Female,Scarf,Accessories,29,Oregon,S,Blue,Summer,4.2,No,Standard,No,No,27,Credit Card,Annually
32,Female,Shirt,Accessories,85,California,XL,Turquoise,Winter,3.5,Yes,2-Day Shipping,No,Yes,42,Cash,Monthly
30,Female,T-shirt,Footwear,55,Oregon,L,Red,Winter,3.6,No,2-Day Shipping,No,No,26,Cash,Annually
70,Male,Shirt,Clothing,47,Illinois,XL,Yellow,Spring,3.6,Yes,Standard,No,No,45,Credit Card,Quarterly
47,Male,Sneakers,Outerwear,39,Washington,S,Green,Summer,3.4,Yes,Next Day Air,Yes,No,10,Venmo,Monthly
40,Female,Jewelry,Clothing,43,Oregon,L,Turquoise,Fall,3.7,Yes,Next Day Air,Yes,No,36,Debit Card,Annually
37,Female,Hat,Accessories,40,Michigan,L,Pink,Spring,3.2,No,Free Shipping,Yes,Yes,6,Debit Card,Monthly
70,Male,Shirt,Clothing,66,Oregon,M,Beige,Summer,4.9,No,2-Day Shipping,Yes,No,14,Credit Card,Every 3 Months
68,Female,Jewelry,Outerwear,97,New York,S,Beige,Winter,3.8,Yes,Next Day Air,No,Yes,29,Venmo,Bi-Weekly
32,Female,Sweater,Accessories,35,Ohio,M,Green,Winter,4.3,No,Free Shipping,Yes,No,11,Debit Card,Annually
32,Female,Handbag,Footwear,49,Massachusetts,M,Gray,Spring,4.8,Yes,Next Day Air,Yes,Yes,8,Debit Card,Quarterly
19,Male,Sweater,Clothing,73,Rhode Island,L,Black,Spring,3.1,Yes,Free Shipping,No,Yes,49,Debit Card,Annually
60,Male,Jeans,Clothing,62,New York,M,Turquoise,Summer,4.1,No,Next Day Air,No,No,17,Cash,Every 3 Months
30,Female,Sweater,Footwear,34,Ohio,S,Gray,Spring,2.7,Yes,Free Shipping,No,Yes,15,PayPal,Every 3 Months
43,Male,Blouse,Footwear,81,Oregon,XL,Black,Spring,3.3,No,Standard,No,Yes,16,Cash,Every 3 Months
39,Male,Pants,Outerwear,81,Kentucky,M,Turquoise,Summer,4.4,Yes,Next Day Air,No,Yes,4,PayPal,Monthly
35,Male,Sneakers,Clothing,81,Ohio,M,Gray,Spring,4.6,No,Express,No,No,42,Venmo,Weekly
22,Female,Coat,Accessories,46,Michigan,L,Green,Summer,4.1,No,Free Shipping,Yes,Yes,44,Debit Card,Quarterly
67,Male,Jeans,Clothing,95,Michigan,L,White,Spring,2.7,Yes,Standard,No,Yes,36,Venmo,Quarterly
35,Male,Sneakers,Outerwear,40,Illinois,L,Turquoise,Spring,3.1,Yes,Standard,No,Yes,2,Debit Card,Every 3 Months
40,Female,Blouse,Accessories,72,Arizona,XL,Yellow,Spring,2.7,No,Next Day Air,No,Yes,4,Credit Card,Bi-Weekly
59,Female,Shorts,Accessories,22,Florida,L,Green,Winter,3.9,No,Express,No,Yes,42,Debit Card,Bi-Weekly
50,Female,Handbag,Accessories,51,Oregon,S,Blue,Spring,2.7,Yes,Next Day Air,No,Yes,45,Debit Card,Monthly
43,Male,Scarf,Outerwear,25,California,S,Maroon,Summer,3.2,Yes,2-Day Shipping,Yes,No,15,Cash,Weekly
61,Male,T-shirt,Clothing,36,Rhode Island,L,Green,Winter,4.8,Yes,2-Day Shipping,No,Yes,31,Credit Card,Monthly
52,Female,Sweater,Accessories,93,Oregon,L,Gray,Winter,4.5,No,Express,No,No,3,Credit Card,Monthly
39,Female,Hat,Footwear,95,New York,XL,Green,Spring,2.5,Yes,Next Day Air,Yes,Yes,3,Venmo,Quarterly
19,Male,Hat,Outerwear,40,Kentucky,XL,Red,Fall,4.9,No,Standard,Yes,Yes,15,Debit Card,Bi-Weekly
25,Male,Blouse,Accessories,37,Florida,S,Yellow,Winter,4.2,No,2-Day Shipping,No,No,49,Credit Card,Every 3 Months
34,Female,Blouse,Outerwear,100,Texas,XL,Pink,Summer,4.8,No,Free Shipping,No,No,15,PayPal,Monthly
29,Male,Jewelry,Footwear,85,Texas,L,Green,Spring,2.8,No,Standard,No,No,10,Venmo,Quarterly
55,Female,Jewelry,Accessories,25,Texas,XL,Green,Summer,3.7,Yes,Standard,Yes,No,9,Cash,Bi-Weekly
34,Male,Pants,Clothing,93,Kentucky,L,Green,Fall,4.2,Yes,Free Shipping,Yes,No,33,Venmo,Quarterly
20,Female,Blouse,Outerwear,38,Pennsylvania,S,Maroon,Spring,4.2,Yes,2-Day Shipping,No,Yes,21,Venmo,Every 3 Months
24,Male,Blouse,Accessories,27,Massachusetts,M,Yellow,Summer,3.8,No,Free Shipping,No,No,21,Cash,Weekly
56,Female,Handbag,Accessories,41,Colorado,XL,Turquoise,Summer,2.8,No,2-Day Shipping,Yes,Yes,25,Cash,Annually
45,Male,Jacket,Outerwear,53,Oregon,S,Maroon,Spring,2.5,Yes,Free Shipping,Yes,Yes,49,Venmo,Weekly
40,Female,Jewelry,Footwear,43,Washington,S,Red,Fall,3.0,No,Standard,No,No,41,Cash,Weekly
64,Male,Dress,Outerwear,86,Colorado,XL,Maroon,Winter,4.6,No,2-Day Shipping,No,No,43,Venmo,Every 3 Months
68,Female,Blouse,Clothing,71,Pennsylvania,M,Black,Winter,2.5,Yes,Free Shipping,No,Yes,26,Cash,Bi-Weekly
38,Female,Handbag,Footwear,96,New York,L,White,Spring,,Yes,2-Day Shipping,No,No,2,PayPal,Bi-Weekly
45,Female,Pants,Clothing,92,Georgia,S,Turquoise,Spring,3.8,No,Next Day Air,No,No,33,Cash,Quarterly
56,Female,Shirt,Clothing,22,Colorado,S,Turquoise,Spring,3.4,Yes,Next Day Air,No,No,49,Cash,Weekly
50,Female,Sandals,Outerwear,56,Colorado,M,Yellow,Spring,5.0,No,Next Day Air,Yes,Yes,19,Venmo,Bi-Weekly
25,Male,Sandals,Accessories,30,Oregon,L,Pink,Fall,4.2,No,Next Day Air,Yes,Yes,32,PayPal,Quarterly
42,Female,Handbag,Footwear,47,New York,S,White,Summer,4.8,Yes,Express,Yes,No,2,Cash,Quarterly
54,Male,Sneakers,Clothing,77,California,M,Purple,Summer,5.0,Yes,Express,No,No,43,Venmo,Every 3 Months
30,Female,Coat,Accessories,97,Texas,XL,Beige,Fall,4.9,No,Standard,No,Yes,46,Debit Card,Annually
34,Male,Shorts,Accessories,80,Maine,M,Purple,Spring,4.2,Yes,Standard,No,Yes,45,Cash,Weekly
20,Female,Handbag,Accessories,81,Michigan,M,Black,Winter,2.6,Yes,2-Day Shipping,Yes,No,27,Venmo,Weekly
63,Female,Jacket,Footwear,41,Kentucky,S,Purple,Spring,3.6,No,Free Shipping,No,Yes,36,Debit Card,Annually
45,Male,T-shirt,Accessories,48,Florida,L,Gray,Summer,2.9,No,2-Day Shipping,No,No,5,Credit Card,Every 3 Months
18,Female,Jacket,Outerwear,72,Michigan,XL,Pink,Spring,4.8,Yes,Standard,Yes,No,3,Debit Card,Quarterly
51,Male,Hoodie,Clothing,96,Texas,M,Purple,Summer,4.4,No,Free Shipping,No,Yes,13,Credit Card,Annually
69,Male,Jeans,Accessories,38,California,XL,Turquoise,Spring,4.8,Yes,Free Shipping,Yes,No,38,Cash,Bi-Weekly
52,Female,T-shirt,Clothing,94,California,L,Blue,Winter,2.9,Yes,Standard,No,Yes,3,PayPal,Bi-Weekly
61,Female,Hoodie,Footwear,43,Massachusetts,XL,Maroon,Summer,3.4,No,Express,Yes,Yes,14,PayPal,Annually
64,Male,Scarf,Clothing,99,New York,XL,Black,Spring,2.8,Yes,Free Shipping,Yes,Yes,15,Credit Card,Bi-Weekly
65,Female,Coat,Accessories,85,Arizona,S,Green,Fall,3.4,Yes,Express,No,No,38,Cash,Bi-Weekly
65,Female,Coat,Footwear,53,Colorado,L,Beige,Spring,2.6,No,Standard,Yes,Yes,32,Venmo,Monthly
60,Female,Dress,Footwear,41,Ohio,M,Maroon,Winter,3.7,Yes,Next Day Air,Yes,Yes,1,Venmo,Weekly
30,Male,Jeans,Footwear,63,Arizona,S,Red,Fall,2.9,No,2-Day Shipping,Yes,Yes,23,Venmo,Weekly
41,Female,Sweater,Footwear,78,Texas,S,Gray,Winter,4.9,No,Standard,No,Yes,45,PayPal,Monthly
45,Male,Jeans,Footwear,96,Michigan,M,White,Spring,3.3,No,Express,Yes,Yes,6,PayPal,Weekly
22,Male,Hoodie,Clothing,95,Georgia,L,Beige,Fall,4.2,No,Free Shipping,Yes,No,38,Credit Card,Every 3 Months
60,Male,Hoodie,Accessories,28,Maine,XL,Beige,Summer,4.6,No,Express,No,No,24,PayPal,Quarterly
39,Male,Hoodie,Clothing,49,Georgia,L,Maroon,Fall,4.6,No,Standard,No,No,33,Venmo,Weekly
57,Female,Jewelry,Accessories,68,Ohio,L,Blue,Fall,4.6,Yes,Express,No,Yes,11,Debit Card,Monthly
38,Female,Hat,Footwear,69,Georgia,XL,Red,Spring,3.2,No,Free Shipping,Yes,No,26,Credit Card,Annually
60,Male,Sweater,Footwear,36,Washington,XL,Purple,Summer,3.7,No,Express,No,Yes,14,Debit Card,Every 3 Months
25,Male,Blouse,Outerwear,33,Maine,XL,Maroon,Summer,3.2,Yes,Free Shipping,No,Yes,10,Venmo,Quarterly
64,Male,Shirt,Outerwear,22,Washington,L,Red,Fall,2.5,No,2-Day Shipping,No,Yes,35,Debit Card,Bi-Weekly
37,Male,Jeans,Clothing,45,Rhode Island,M,Turquoise,Fall,4.1,No,2-Day Shipping,No,No,1,Venmo,Weekly
50,Female,Hat,Clothing,86,Arizona,L,Gray,Fall,3.5,No,Standard,Yes,Yes,41,Cash,Monthly
37,Male,Pants,Accessories,84,Arizona,M,Maroon,Summer,4.8,No,Standard,No,Yes,48,Debit Card,Bi-Weekly
60,Male,Socks,Accessories,73,Maine,L,Green,Fall,4.8,Yes,Next Day Air,No,No,40,PayPal,Every 3 Months
44,Male,Sandals,Outerwear,39,Texas,M,Yellow,Winter,4.9,No,Free Shipping,Yes,Yes,19,Venmo,Weekly
38,Male,Handbag,Outerwear,97,Washington,XL,Beige,Spring,3.8,Yes,Standard,No,Yes,18,Debit Card,Weekly
43,Male,Sweater,Accessories,32,Georgia,L,Green,Spring,4.7,Yes,2-Day Shipping,No,No,36,Debit Card,Monthly
62,Female,Coat,Clothing,42,Maine,L,Green,Spring,4.8,Yes,Free Shipping,No,Yes,24,Credit Card,Every 3 Months
36,Female,Shorts,Accessories,80,Georgia,S,Beige,Fall,4.7,Yes,Next Day Air,No,No,33,Debit Card,Every 3 Months
53,Female,Hat,Clothing,98,Washington,M,White,Spring,4.6,Yes,Express,No,Yes,25,Venmo,Annually
26,Female,Jacket,Accessories,96,Maine,L,Purple,Fall,2.6,Yes,Next Day Air,Yes,Yes,11,PayPal,Annually
30,Female,Sweater,Footwear,24,California,L,Beige,Spring,2.5,Yes,Next Day Air,Yes,No,13,Venmo,Bi-Weekly
44,Male,Jeans,Footwear,88,Illinois,XL,Gray,Summer,3.7,No,2-Day Shipping,No,Yes,49,Venmo,Weekly
60,Female,Jacket,Clothing,84,Arizona,M,Red,Fall,3.2,No,2-Day Shipping,No,Yes,39,Venmo,Quarterly
42,Male,Jewelry,Clothing,35,Georgia,M,Gray,Fall,2.8,Yes,2-Day Shipping,Yes,Yes,17,Venmo,Annually
61,Female,Sweater,Clothing,31,Illinois,L,Beige,Spring,3.4,Yes,Express,No,No,22,PayPal,Monthly
65,Female,Shirt,Outerwear,81,Illinois,M,Purple,Summer,4.3,Yes,Express,No,No,13,Debit Card,Every 3 Months
29,Female,Socks,Outerwear,36,Arizona,M,Green,Summer,3.5,Yes,Express,Yes,Yes,21,Venmo,Bi-Weekly
57,Female,Blouse,Accessories,97,New York,M,Red,Winter,2.5,No,Next Day Air,Yes,No,17,Debit Card,Annually
54,Male,Shorts,Outerwear,89,Michigan,M,Yellow,Spring,3.6,Yes,Standard,No,Yes,26,Venmo,Annually
37,Female,Sneakers,Accessories,20,Illinois,M,Yellow,Winter,3.0,Yes,Standard,No,Yes,8,Credit Card,Annually
43,Male,Hoodie,Accessories,75,Maine,S,Purple,Summer,3.8,No,Standard,No,Yes,42,Debit Card,Weekly
53,Female,Jeans,Accessories,86,Washington,S,Turquoise,Fall,4.7,Yes,Standard,No,No,19,Debit Card,Quarterly
18,Female,Dress,Clothing,73,Oregon,L,Black,Summer,3.5,Yes,Next Day Air,Yes,Yes,29,Credit Card,Bi-Weekly
37,Female,Shirt,Footwear,67,Arizona,M,Gray,Spring,4.8,Yes,Standard,Yes,Yes,2,PayPal,Quarterly
36,Male,Coat,Outerwear,25,Arizona,XL,Beige,Winter,2.5,No,Free Shipping,Yes,No,29,PayPal,Monthly
31,Male,Hoodie,Accessories,87,Massachusetts,L,White,Fall,4.4,Yes,Free Shipping,Yes,No,39,Credit Card,Weekly
